% compkeys-2.1.9d5.txt
% Created: 1999-Jun-06
% Posted:  1999-Jun-06
% Derived from: unidata-2.1.9d5.txt
% Sifter version: 2.8 1999-Jun-06
2.1.9d5 % version

203C ; [*021E.0020.0004.0021] [*021E.0020.0004.0021] % DOUBLE EXCLAMATION MARK; COMPATSEQ
FCF9 ; [.0B66.0020.001A.063A] [.0B99.0020.001A.0649] % ARABIC LIGATURE GHAIN WITH ALEF MAKSURA ISOLATED FORM; COMPATSEQ
FCFA ; [.0B66.0020.001A.063A] [.0B9A.0020.001A.064A] % ARABIC LIGATURE GHAIN WITH YEH ISOLATED FORM; COMPATSEQ
FCBE ; [.0B68.0020.0017.0641] [.0B39.0020.0017.062C] % ARABIC LIGATURE FEH WITH JEEM INITIAL FORM; COMPATSEQ
FCBF ; [.0B68.0020.0017.0641] [.0B3E.0020.0017.062D] % ARABIC LIGATURE FEH WITH HAH INITIAL FORM; COMPATSEQ
FCC0 ; [.0B68.0020.0017.0641] [.0B3F.0020.0017.062E] % ARABIC LIGATURE FEH WITH KHAH INITIAL FORM; COMPATSEQ
FD7D ; [.0B68.0020.0017.0641] [.0B3F.0020.0017.062E] [.0B83.0020.0017.0645] % ARABIC LIGATURE FEH WITH KHAH WITH MEEM INITIAL FORM; COMPATSEQ
FCC1 ; [.0B68.0020.0017.0641] [.0B83.0020.0017.0645] % ARABIC LIGATURE FEH WITH MEEM INITIAL FORM; COMPATSEQ
FD7C ; [.0B68.0020.0019.0641] [.0B3F.0020.0019.062E] [.0B83.0020.0019.0645] % ARABIC LIGATURE FEH WITH KHAH WITH MEEM FINAL FORM; COMPATSEQ
FDC1 ; [.0B68.0020.0019.0641] [.0B83.0020.0019.0645] [.0B9A.0020.0019.064A] % ARABIC LIGATURE FEH WITH MEEM WITH YEH FINAL FORM; COMPATSEQ
FC7C ; [.0B68.0020.0019.0641] [.0B99.0020.0019.0649] % ARABIC LIGATURE FEH WITH ALEF MAKSURA FINAL FORM; COMPATSEQ
FC7D ; [.0B68.0020.0019.0641] [.0B9A.0020.0019.064A] % ARABIC LIGATURE FEH WITH YEH FINAL FORM; COMPATSEQ
FC2D ; [.0B68.0020.001A.0641] [.0B39.0020.001A.062C] % ARABIC LIGATURE FEH WITH JEEM ISOLATED FORM; COMPATSEQ
FC2E ; [.0B68.0020.001A.0641] [.0B3E.0020.001A.062D] % ARABIC LIGATURE FEH WITH HAH ISOLATED FORM; COMPATSEQ
FC2F ; [.0B68.0020.001A.0641] [.0B3F.0020.001A.062E] % ARABIC LIGATURE FEH WITH KHAH ISOLATED FORM; COMPATSEQ
FC30 ; [.0B68.0020.001A.0641] [.0B83.0020.001A.0645] % ARABIC LIGATURE FEH WITH MEEM ISOLATED FORM; COMPATSEQ
FC31 ; [.0B68.0020.001A.0641] [.0B99.0020.001A.0649] % ARABIC LIGATURE FEH WITH ALEF MAKSURA ISOLATED FORM; COMPATSEQ
FC32 ; [.0B68.0020.001A.0641] [.0B9A.0020.001A.064A] % ARABIC LIGATURE FEH WITH YEH ISOLATED FORM; COMPATSEQ
FCC2 ; [.0B6F.0020.0017.0642] [.0B3E.0020.0017.062D] % ARABIC LIGATURE QAF WITH HAH INITIAL FORM; COMPATSEQ
FCC3 ; [.0B6F.0020.0017.0642] [.0B83.0020.0017.0645] % ARABIC LIGATURE QAF WITH MEEM INITIAL FORM; COMPATSEQ
FDB4 ; [.0B6F.0020.0017.0642] [.0B83.0020.0017.0645] [.0B3E.0020.0017.062D] % ARABIC LIGATURE QAF WITH MEEM WITH HAH INITIAL FORM; COMPATSEQ
FD7E ; [.0B6F.0020.0019.0642] [.0B83.0020.0019.0645] [.0B3E.0020.0019.062D] % ARABIC LIGATURE QAF WITH MEEM WITH HAH FINAL FORM; COMPATSEQ
FD7F ; [.0B6F.0020.0019.0642] [.0B83.0020.0019.0645] [.0B83.0020.0019.0645] % ARABIC LIGATURE QAF WITH MEEM WITH MEEM FINAL FORM; COMPATSEQ
FDB2 ; [.0B6F.0020.0019.0642] [.0B83.0020.0019.0645] [.0B9A.0020.0019.064A] % ARABIC LIGATURE QAF WITH MEEM WITH YEH FINAL FORM; COMPATSEQ
FC7E ; [.0B6F.0020.0019.0642] [.0B99.0020.0019.0649] % ARABIC LIGATURE QAF WITH ALEF MAKSURA FINAL FORM; COMPATSEQ
FC7F ; [.0B6F.0020.0019.0642] [.0B9A.0020.0019.064A] % ARABIC LIGATURE QAF WITH YEH FINAL FORM; COMPATSEQ
FC33 ; [.0B6F.0020.001A.0642] [.0B3E.0020.001A.062D] % ARABIC LIGATURE QAF WITH HAH ISOLATED FORM; COMPATSEQ
FDF1 ; [.0B6F.0020.001A.0642] [.0B7F.0020.001A.0644] [.0BA1.0020.001A.06D2] % ARABIC LIGATURE QALA USED AS KORANIC STOP SIGN ISOLATED FORM; COMPATSEQ
FC34 ; [.0B6F.0020.001A.0642] [.0B83.0020.001A.0645] % ARABIC LIGATURE QAF WITH MEEM ISOLATED FORM; COMPATSEQ
FC35 ; [.0B6F.0020.001A.0642] [.0B99.0020.001A.0649] % ARABIC LIGATURE QAF WITH ALEF MAKSURA ISOLATED FORM; COMPATSEQ
FC36 ; [.0B6F.0020.001A.0642] [.0B9A.0020.001A.064A] % ARABIC LIGATURE QAF WITH YEH ISOLATED FORM; COMPATSEQ
FCC4 ; [.0B72.0020.0017.0643] [.0B39.0020.0017.062C] % ARABIC LIGATURE KAF WITH JEEM INITIAL FORM; COMPATSEQ
FCC5 ; [.0B72.0020.0017.0643] [.0B3E.0020.0017.062D] % ARABIC LIGATURE KAF WITH HAH INITIAL FORM; COMPATSEQ
FCC6 ; [.0B72.0020.0017.0643] [.0B3F.0020.0017.062E] % ARABIC LIGATURE KAF WITH KHAH INITIAL FORM; COMPATSEQ
FCC7 ; [.0B72.0020.0017.0643] [.0B7F.0020.0017.0644] % ARABIC LIGATURE KAF WITH LAM INITIAL FORM; COMPATSEQ
FCC8 ; [.0B72.0020.0017.0643] [.0B83.0020.0017.0645] % ARABIC LIGATURE KAF WITH MEEM INITIAL FORM; COMPATSEQ
FDC3 ; [.0B72.0020.0017.0643] [.0B83.0020.0017.0645] [.0B83.0020.0017.0645] % ARABIC LIGATURE KAF WITH MEEM WITH MEEM INITIAL FORM; COMPATSEQ
FCEB ; [.0B72.0020.0018.0643] [.0B7F.0020.0018.0644] % ARABIC LIGATURE KAF WITH LAM MEDIAL FORM; COMPATSEQ
FCEC ; [.0B72.0020.0018.0643] [.0B83.0020.0018.0645] % ARABIC LIGATURE KAF WITH MEEM MEDIAL FORM; COMPATSEQ
FC80 ; [.0B72.0020.0019.0643] [.0B2C.0020.0019.0627] % ARABIC LIGATURE KAF WITH ALEF FINAL FORM; COMPATSEQ
FC81 ; [.0B72.0020.0019.0643] [.0B7F.0020.0019.0644] % ARABIC LIGATURE KAF WITH LAM FINAL FORM; COMPATSEQ
FC82 ; [.0B72.0020.0019.0643] [.0B83.0020.0019.0645] % ARABIC LIGATURE KAF WITH MEEM FINAL FORM; COMPATSEQ
FDBB ; [.0B72.0020.0019.0643] [.0B83.0020.0019.0645] [.0B83.0020.0019.0645] % ARABIC LIGATURE KAF WITH MEEM WITH MEEM FINAL FORM; COMPATSEQ
FDB7 ; [.0B72.0020.0019.0643] [.0B83.0020.0019.0645] [.0B9A.0020.0019.064A] % ARABIC LIGATURE KAF WITH MEEM WITH YEH FINAL FORM; COMPATSEQ
FC83 ; [.0B72.0020.0019.0643] [.0B99.0020.0019.0649] % ARABIC LIGATURE KAF WITH ALEF MAKSURA FINAL FORM; COMPATSEQ
FC84 ; [.0B72.0020.0019.0643] [.0B9A.0020.0019.064A] % ARABIC LIGATURE KAF WITH YEH FINAL FORM; COMPATSEQ
FC37 ; [.0B72.0020.001A.0643] [.0B2C.0020.001A.0627] % ARABIC LIGATURE KAF WITH ALEF ISOLATED FORM; COMPATSEQ
FC38 ; [.0B72.0020.001A.0643] [.0B39.0020.001A.062C] % ARABIC LIGATURE KAF WITH JEEM ISOLATED FORM; COMPATSEQ
FC39 ; [.0B72.0020.001A.0643] [.0B3E.0020.001A.062D] % ARABIC LIGATURE KAF WITH HAH ISOLATED FORM; COMPATSEQ
FC3A ; [.0B72.0020.001A.0643] [.0B3F.0020.001A.062E] % ARABIC LIGATURE KAF WITH KHAH ISOLATED FORM; COMPATSEQ
FC3B ; [.0B72.0020.001A.0643] [.0B7F.0020.001A.0644] % ARABIC LIGATURE KAF WITH LAM ISOLATED FORM; COMPATSEQ
FC3C ; [.0B72.0020.001A.0643] [.0B83.0020.001A.0645] % ARABIC LIGATURE KAF WITH MEEM ISOLATED FORM; COMPATSEQ
FC3D ; [.0B72.0020.001A.0643] [.0B99.0020.001A.0649] % ARABIC LIGATURE KAF WITH ALEF MAKSURA ISOLATED FORM; COMPATSEQ
FC3E ; [.0B72.0020.001A.0643] [.0B9A.0020.001A.064A] % ARABIC LIGATURE KAF WITH YEH ISOLATED FORM; COMPATSEQ
FCC9 ; [.0B7F.0020.0017.0644] [.0B39.0020.0017.062C] % ARABIC LIGATURE LAM WITH JEEM INITIAL FORM; COMPATSEQ
FD83 ; [.0B7F.0020.0017.0644] [.0B39.0020.0017.062C] [.0B39.0020.0017.062C] % ARABIC LIGATURE LAM WITH JEEM WITH JEEM INITIAL FORM; COMPATSEQ
FDBA ; [.0B7F.0020.0017.0644] [.0B39.0020.0017.062C] [.0B83.0020.0017.0645] % ARABIC LIGATURE LAM WITH JEEM WITH MEEM INITIAL FORM; COMPATSEQ
FCCA ; [.0B7F.0020.0017.0644] [.0B3E.0020.0017.062D] % ARABIC LIGATURE LAM WITH HAH INITIAL FORM; COMPATSEQ
FDB5 ; [.0B7F.0020.0017.0644] [.0B3E.0020.0017.062D] [.0B83.0020.0017.0645] % ARABIC LIGATURE LAM WITH HAH WITH MEEM INITIAL FORM; COMPATSEQ
FCCB ; [.0B7F.0020.0017.0644] [.0B3F.0020.0017.062E] % ARABIC LIGATURE LAM WITH KHAH INITIAL FORM; COMPATSEQ
FD86 ; [.0B7F.0020.0017.0644] [.0B3F.0020.0017.062E] [.0B83.0020.0017.0645] % ARABIC LIGATURE LAM WITH KHAH WITH MEEM INITIAL FORM; COMPATSEQ
FCCC ; [.0B7F.0020.0017.0644] [.0B83.0020.0017.0645] % ARABIC LIGATURE LAM WITH MEEM INITIAL FORM; COMPATSEQ
FD88 ; [.0B7F.0020.0017.0644] [.0B83.0020.0017.0645] [.0B3E.0020.0017.062D] % ARABIC LIGATURE LAM WITH MEEM WITH HAH INITIAL FORM; COMPATSEQ
FCCD ; [.0B7F.0020.0017.0644] [.0B89.0020.0017.0647] % ARABIC LIGATURE LAM WITH HEH INITIAL FORM; COMPATSEQ
FCED ; [.0B7F.0020.0018.0644] [.0B83.0020.0018.0645] % ARABIC LIGATURE LAM WITH MEEM MEDIAL FORM; COMPATSEQ
FEF6 ; [.0B7F.0020.0019.0644] [.0B20.0020.0019.0622] % ARABIC LIGATURE LAM WITH ALEF WITH MADDA ABOVE FINAL FORM; COMPATSEQ
FEF8 ; [.0B7F.0020.0019.0644] [.0B21.0020.0019.0623] % ARABIC LIGATURE LAM WITH ALEF WITH HAMZA ABOVE FINAL FORM; COMPATSEQ
FEFA ; [.0B7F.0020.0019.0644] [.0B28.0020.0019.0625] % ARABIC LIGATURE LAM WITH ALEF WITH HAMZA BELOW FINAL FORM; COMPATSEQ
FEFC ; [.0B7F.0020.0019.0644] [.0B2C.0020.0019.0627] % ARABIC LIGATURE LAM WITH ALEF FINAL FORM; COMPATSEQ
FD84 ; [.0B7F.0020.0019.0644] [.0B39.0020.0019.062C] [.0B39.0020.0019.062C] % ARABIC LIGATURE LAM WITH JEEM WITH JEEM FINAL FORM; COMPATSEQ
FDBC ; [.0B7F.0020.0019.0644] [.0B39.0020.0019.062C] [.0B83.0020.0019.0645] % ARABIC LIGATURE LAM WITH JEEM WITH MEEM FINAL FORM; COMPATSEQ
FDAC ; [.0B7F.0020.0019.0644] [.0B39.0020.0019.062C] [.0B9A.0020.0019.064A] % ARABIC LIGATURE LAM WITH JEEM WITH YEH FINAL FORM; COMPATSEQ
FD80 ; [.0B7F.0020.0019.0644] [.0B3E.0020.0019.062D] [.0B83.0020.0019.0645] % ARABIC LIGATURE LAM WITH HAH WITH MEEM FINAL FORM; COMPATSEQ
FD82 ; [.0B7F.0020.0019.0644] [.0B3E.0020.0019.062D] [.0B99.0020.0019.0649] % ARABIC LIGATURE LAM WITH HAH WITH ALEF MAKSURA FINAL FORM; COMPATSEQ
FD81 ; [.0B7F.0020.0019.0644] [.0B3E.0020.0019.062D] [.0B9A.0020.0019.064A] % ARABIC LIGATURE LAM WITH HAH WITH YEH FINAL FORM; COMPATSEQ
FD85 ; [.0B7F.0020.0019.0644] [.0B3F.0020.0019.062E] [.0B83.0020.0019.0645] % ARABIC LIGATURE LAM WITH KHAH WITH MEEM FINAL FORM; COMPATSEQ
FC85 ; [.0B7F.0020.0019.0644] [.0B83.0020.0019.0645] % ARABIC LIGATURE LAM WITH MEEM FINAL FORM; COMPATSEQ
FD87 ; [.0B7F.0020.0019.0644] [.0B83.0020.0019.0645] [.0B3E.0020.0019.062D] % ARABIC LIGATURE LAM WITH MEEM WITH HAH FINAL FORM; COMPATSEQ
FDAD ; [.0B7F.0020.0019.0644] [.0B83.0020.0019.0645] [.0B9A.0020.0019.064A] % ARABIC LIGATURE LAM WITH MEEM WITH YEH FINAL FORM; COMPATSEQ
FC86 ; [.0B7F.0020.0019.0644] [.0B99.0020.0019.0649] % ARABIC LIGATURE LAM WITH ALEF MAKSURA FINAL FORM; COMPATSEQ
FC87 ; [.0B7F.0020.0019.0644] [.0B9A.0020.0019.064A] % ARABIC LIGATURE LAM WITH YEH FINAL FORM; COMPATSEQ
FEF5 ; [.0B7F.0020.001A.0644] [.0B20.0020.001A.0622] % ARABIC LIGATURE LAM WITH ALEF WITH MADDA ABOVE ISOLATED FORM; COMPATSEQ
FEF7 ; [.0B7F.0020.001A.0644] [.0B21.0020.001A.0623] % ARABIC LIGATURE LAM WITH ALEF WITH HAMZA ABOVE ISOLATED FORM; COMPATSEQ
FEF9 ; [.0B7F.0020.001A.0644] [.0B28.0020.001A.0625] % ARABIC LIGATURE LAM WITH ALEF WITH HAMZA BELOW ISOLATED FORM; COMPATSEQ
FEFB ; [.0B7F.0020.001A.0644] [.0B2C.0020.001A.0627] % ARABIC LIGATURE LAM WITH ALEF ISOLATED FORM; COMPATSEQ
FC3F ; [.0B7F.0020.001A.0644] [.0B39.0020.001A.062C] % ARABIC LIGATURE LAM WITH JEEM ISOLATED FORM; COMPATSEQ
FC40 ; [.0B7F.0020.001A.0644] [.0B3E.0020.001A.062D] % ARABIC LIGATURE LAM WITH HAH ISOLATED FORM; COMPATSEQ
FC41 ; [.0B7F.0020.001A.0644] [.0B3F.0020.001A.062E] % ARABIC LIGATURE LAM WITH KHAH ISOLATED FORM; COMPATSEQ
FC42 ; [.0B7F.0020.001A.0644] [.0B83.0020.001A.0645] % ARABIC LIGATURE LAM WITH MEEM ISOLATED FORM; COMPATSEQ
FC43 ; [.0B7F.0020.001A.0644] [.0B99.0020.001A.0649] % ARABIC LIGATURE LAM WITH ALEF MAKSURA ISOLATED FORM; COMPATSEQ
FC44 ; [.0B7F.0020.001A.0644] [.0B9A.0020.001A.064A] % ARABIC LIGATURE LAM WITH YEH ISOLATED FORM; COMPATSEQ
FCCE ; [.0B83.0020.0017.0645] [.0B39.0020.0017.062C] % ARABIC LIGATURE MEEM WITH JEEM INITIAL FORM; COMPATSEQ
FD8C ; [.0B83.0020.0017.0645] [.0B39.0020.0017.062C] [.0B3E.0020.0017.062D] % ARABIC LIGATURE MEEM WITH JEEM WITH HAH INITIAL FORM; COMPATSEQ
FD92 ; [.0B83.0020.0017.0645] [.0B39.0020.0017.062C] [.0B3F.0020.0017.062E] % ARABIC LIGATURE MEEM WITH JEEM WITH KHAH INITIAL FORM; COMPATSEQ
FD8D ; [.0B83.0020.0017.0645] [.0B39.0020.0017.062C] [.0B83.0020.0017.0645] % ARABIC LIGATURE MEEM WITH JEEM WITH MEEM INITIAL FORM; COMPATSEQ
FCCF ; [.0B83.0020.0017.0645] [.0B3E.0020.0017.062D] % ARABIC LIGATURE MEEM WITH HAH INITIAL FORM; COMPATSEQ
FD89 ; [.0B83.0020.0017.0645] [.0B3E.0020.0017.062D] [.0B39.0020.0017.062C] % ARABIC LIGATURE MEEM WITH HAH WITH JEEM INITIAL FORM; COMPATSEQ
FD8A ; [.0B83.0020.0017.0645] [.0B3E.0020.0017.062D] [.0B83.0020.0017.0645] % ARABIC LIGATURE MEEM WITH HAH WITH MEEM INITIAL FORM; COMPATSEQ
FCD0 ; [.0B83.0020.0017.0645] [.0B3F.0020.0017.062E] % ARABIC LIGATURE MEEM WITH KHAH INITIAL FORM; COMPATSEQ
FD8E ; [.0B83.0020.0017.0645] [.0B3F.0020.0017.062E] [.0B39.0020.0017.062C] % ARABIC LIGATURE MEEM WITH KHAH WITH JEEM INITIAL FORM; COMPATSEQ
FD8F ; [.0B83.0020.0017.0645] [.0B3F.0020.0017.062E] [.0B83.0020.0017.0645] % ARABIC LIGATURE MEEM WITH KHAH WITH MEEM INITIAL FORM; COMPATSEQ
FCD1 ; [.0B83.0020.0017.0645] [.0B83.0020.0017.0645] % ARABIC LIGATURE MEEM WITH MEEM INITIAL FORM; COMPATSEQ
FC88 ; [.0B83.0020.0019.0645] [.0B2C.0020.0019.0627] % ARABIC LIGATURE MEEM WITH ALEF FINAL FORM; COMPATSEQ
FDC0 ; [.0B83.0020.0019.0645] [.0B39.0020.0019.062C] [.0B9A.0020.0019.064A] % ARABIC LIGATURE MEEM WITH JEEM WITH YEH FINAL FORM; COMPATSEQ
FD8B ; [.0B83.0020.0019.0645] [.0B3E.0020.0019.062D] [.0B9A.0020.0019.064A] % ARABIC LIGATURE MEEM WITH HAH WITH YEH FINAL FORM; COMPATSEQ
FDB9 ; [.0B83.0020.0019.0645] [.0B3F.0020.0019.062E] [.0B9A.0020.0019.064A] % ARABIC LIGATURE MEEM WITH KHAH WITH YEH FINAL FORM; COMPATSEQ
FC89 ; [.0B83.0020.0019.0645] [.0B83.0020.0019.0645] % ARABIC LIGATURE MEEM WITH MEEM FINAL FORM; COMPATSEQ
FDB1 ; [.0B83.0020.0019.0645] [.0B83.0020.0019.0645] [.0B9A.0020.0019.064A] % ARABIC LIGATURE MEEM WITH MEEM WITH YEH FINAL FORM; COMPATSEQ
FC45 ; [.0B83.0020.001A.0645] [.0B39.0020.001A.062C] % ARABIC LIGATURE MEEM WITH JEEM ISOLATED FORM; COMPATSEQ
FC46 ; [.0B83.0020.001A.0645] [.0B3E.0020.001A.062D] % ARABIC LIGATURE MEEM WITH HAH ISOLATED FORM; COMPATSEQ
FDF4 ; [.0B83.0020.001A.0645] [.0B3E.0020.001A.062D] [.0B83.0020.001A.0645] [.0B43.0020.001A.062F] % ARABIC LIGATURE MOHAMMAD ISOLATED FORM; COMPATSEQ
FC47 ; [.0B83.0020.001A.0645] [.0B3F.0020.001A.062E] % ARABIC LIGATURE MEEM WITH KHAH ISOLATED FORM; COMPATSEQ
FC48 ; [.0B83.0020.001A.0645] [.0B83.0020.001A.0645] % ARABIC LIGATURE MEEM WITH MEEM ISOLATED FORM; COMPATSEQ
FC49 ; [.0B83.0020.001A.0645] [.0B99.0020.001A.0649] % ARABIC LIGATURE MEEM WITH ALEF MAKSURA ISOLATED FORM; COMPATSEQ
FC4A ; [.0B83.0020.001A.0645] [.0B9A.0020.001A.064A] % ARABIC LIGATURE MEEM WITH YEH ISOLATED FORM; COMPATSEQ
FCD2 ; [.0B84.0020.0017.0646] [.0B39.0020.0017.062C] % ARABIC LIGATURE NOON WITH JEEM INITIAL FORM; COMPATSEQ
FDB8 ; [.0B84.0020.0017.0646] [.0B39.0020.0017.062C] [.0B3E.0020.0017.062D] % ARABIC LIGATURE NOON WITH JEEM WITH HAH INITIAL FORM; COMPATSEQ
FD98 ; [.0B84.0020.0017.0646] [.0B39.0020.0017.062C] [.0B83.0020.0017.0645] % ARABIC LIGATURE NOON WITH JEEM WITH MEEM INITIAL FORM; COMPATSEQ
FCD3 ; [.0B84.0020.0017.0646] [.0B3E.0020.0017.062D] % ARABIC LIGATURE NOON WITH HAH INITIAL FORM; COMPATSEQ
FD95 ; [.0B84.0020.0017.0646] [.0B3E.0020.0017.062D] [.0B83.0020.0017.0645] % ARABIC LIGATURE NOON WITH HAH WITH MEEM INITIAL FORM; COMPATSEQ
FCD4 ; [.0B84.0020.0017.0646] [.0B3F.0020.0017.062E] % ARABIC LIGATURE NOON WITH KHAH INITIAL FORM; COMPATSEQ
FCD5 ; [.0B84.0020.0017.0646] [.0B83.0020.0017.0645] % ARABIC LIGATURE NOON WITH MEEM INITIAL FORM; COMPATSEQ
FCD6 ; [.0B84.0020.0017.0646] [.0B89.0020.0017.0647] % ARABIC LIGATURE NOON WITH HEH INITIAL FORM; COMPATSEQ
FCEE ; [.0B84.0020.0018.0646] [.0B83.0020.0018.0645] % ARABIC LIGATURE NOON WITH MEEM MEDIAL FORM; COMPATSEQ
FCEF ; [.0B84.0020.0018.0646] [.0B89.0020.0018.0647] % ARABIC LIGATURE NOON WITH HEH MEDIAL FORM; COMPATSEQ
FDBD ; [.0B84.0020.0019.0646] [.0B39.0020.0019.062C] [.0B3E.0020.0019.062D] % ARABIC LIGATURE NOON WITH JEEM WITH HAH FINAL FORM; COMPATSEQ
FD97 ; [.0B84.0020.0019.0646] [.0B39.0020.0019.062C] [.0B83.0020.0019.0645] % ARABIC LIGATURE NOON WITH JEEM WITH MEEM FINAL FORM; COMPATSEQ
FD99 ; [.0B84.0020.0019.0646] [.0B39.0020.0019.062C] [.0B99.0020.0019.0649] % ARABIC LIGATURE NOON WITH JEEM WITH ALEF MAKSURA FINAL FORM; COMPATSEQ
FDC7 ; [.0B84.0020.0019.0646] [.0B39.0020.0019.062C] [.0B9A.0020.0019.064A] % ARABIC LIGATURE NOON WITH JEEM WITH YEH FINAL FORM; COMPATSEQ
FD96 ; [.0B84.0020.0019.0646] [.0B3E.0020.0019.062D] [.0B99.0020.0019.0649] % ARABIC LIGATURE NOON WITH HAH WITH ALEF MAKSURA FINAL FORM; COMPATSEQ
FDB3 ; [.0B84.0020.0019.0646] [.0B3E.0020.0019.062D] [.0B9A.0020.0019.064A] % ARABIC LIGATURE NOON WITH HAH WITH YEH FINAL FORM; COMPATSEQ
FC8A ; [.0B84.0020.0019.0646] [.0B4E.0020.0019.0631] % ARABIC LIGATURE NOON WITH REH FINAL FORM; COMPATSEQ
FC8B ; [.0B84.0020.0019.0646] [.0B4F.0020.0019.0632] % ARABIC LIGATURE NOON WITH ZAIN FINAL FORM; COMPATSEQ
FC8C ; [.0B84.0020.0019.0646] [.0B83.0020.0019.0645] % ARABIC LIGATURE NOON WITH MEEM FINAL FORM; COMPATSEQ
FD9B ; [.0B84.0020.0019.0646] [.0B83.0020.0019.0645] [.0B99.0020.0019.0649] % ARABIC LIGATURE NOON WITH MEEM WITH ALEF MAKSURA FINAL FORM; COMPATSEQ
FD9A ; [.0B84.0020.0019.0646] [.0B83.0020.0019.0645] [.0B9A.0020.0019.064A] % ARABIC LIGATURE NOON WITH MEEM WITH YEH FINAL FORM; COMPATSEQ
FC8D ; [.0B84.0020.0019.0646] [.0B84.0020.0019.0646] % ARABIC LIGATURE NOON WITH NOON FINAL FORM; COMPATSEQ
FC8E ; [.0B84.0020.0019.0646] [.0B99.0020.0019.0649] % ARABIC LIGATURE NOON WITH ALEF MAKSURA FINAL FORM; COMPATSEQ
FC8F ; [.0B84.0020.0019.0646] [.0B9A.0020.0019.064A] % ARABIC LIGATURE NOON WITH YEH FINAL FORM; COMPATSEQ
FC4B ; [.0B84.0020.001A.0646] [.0B39.0020.001A.062C] % ARABIC LIGATURE NOON WITH JEEM ISOLATED FORM; COMPATSEQ
FC4C ; [.0B84.0020.001A.0646] [.0B3E.0020.001A.062D] % ARABIC LIGATURE NOON WITH HAH ISOLATED FORM; COMPATSEQ
FC4D ; [.0B84.0020.001A.0646] [.0B3F.0020.001A.062E] % ARABIC LIGATURE NOON WITH KHAH ISOLATED FORM; COMPATSEQ
FC4E ; [.0B84.0020.001A.0646] [.0B83.0020.001A.0645] % ARABIC LIGATURE NOON WITH MEEM ISOLATED FORM; COMPATSEQ
FC4F ; [.0B84.0020.001A.0646] [.0B99.0020.001A.0649] % ARABIC LIGATURE NOON WITH ALEF MAKSURA ISOLATED FORM; COMPATSEQ
FC50 ; [.0B84.0020.001A.0646] [.0B9A.0020.001A.064A] % ARABIC LIGATURE NOON WITH YEH ISOLATED FORM; COMPATSEQ
FCD7 ; [.0B89.0020.0017.0647] [.0B39.0020.0017.062C] % ARABIC LIGATURE HEH WITH JEEM INITIAL FORM; COMPATSEQ
FCD8 ; [.0B89.0020.0017.0647] [.0B83.0020.0017.0645] % ARABIC LIGATURE HEH WITH MEEM INITIAL FORM; COMPATSEQ
FD93 ; [.0B89.0020.0017.0647] [.0B83.0020.0017.0645] [.0B39.0020.0017.062C] % ARABIC LIGATURE HEH WITH MEEM WITH JEEM INITIAL FORM; COMPATSEQ
FD94 ; [.0B89.0020.0017.0647] [.0B83.0020.0017.0645] [.0B83.0020.0017.0645] % ARABIC LIGATURE HEH WITH MEEM WITH MEEM INITIAL FORM; COMPATSEQ
FC51 ; [.0B89.0020.001A.0647] [.0B39.0020.001A.062C] % ARABIC LIGATURE HEH WITH JEEM ISOLATED FORM; COMPATSEQ
FC52 ; [.0B89.0020.001A.0647] [.0B83.0020.001A.0645] % ARABIC LIGATURE HEH WITH MEEM ISOLATED FORM; COMPATSEQ
FC53 ; [.0B89.0020.001A.0647] [.0B99.0020.001A.0649] % ARABIC LIGATURE HEH WITH ALEF MAKSURA ISOLATED FORM; COMPATSEQ
FC54 ; [.0B89.0020.001A.0647] [.0B9A.0020.001A.064A] % ARABIC LIGATURE HEH WITH YEH ISOLATED FORM; COMPATSEQ
FDF8 ; [.0B8F.0020.001A.0648] [.0B59.0020.001A.0633] [.0B7F.0020.001A.0644] [.0B83.0020.001A.0645] % ARABIC LIGATURE WASALLAM ISOLATED FORM; COMPATSEQ
FCDA ; [.0B9A.0020.0017.064A] [.0B39.0020.0017.062C] % ARABIC LIGATURE YEH WITH JEEM INITIAL FORM; COMPATSEQ
FCDB ; [.0B9A.0020.0017.064A] [.0B3E.0020.0017.062D] % ARABIC LIGATURE YEH WITH HAH INITIAL FORM; COMPATSEQ
FCDC ; [.0B9A.0020.0017.064A] [.0B3F.0020.0017.062E] % ARABIC LIGATURE YEH WITH KHAH INITIAL FORM; COMPATSEQ
FCDD ; [.0B9A.0020.0017.064A] [.0B83.0020.0017.0645] % ARABIC LIGATURE YEH WITH MEEM INITIAL FORM; COMPATSEQ
FD9D ; [.0B9A.0020.0017.064A] [.0B83.0020.0017.0645] [.0B83.0020.0017.0645] % ARABIC LIGATURE YEH WITH MEEM WITH MEEM INITIAL FORM; COMPATSEQ
FCDE ; [.0B9A.0020.0017.064A] [.0B89.0020.0017.0647] % ARABIC LIGATURE YEH WITH HEH INITIAL FORM; COMPATSEQ
FCF0 ; [.0B9A.0020.0018.064A] [.0B83.0020.0018.0645] % ARABIC LIGATURE YEH WITH MEEM MEDIAL FORM; COMPATSEQ
FCF1 ; [.0B9A.0020.0018.064A] [.0B89.0020.0018.0647] % ARABIC LIGATURE YEH WITH HEH MEDIAL FORM; COMPATSEQ
FDAF ; [.0B9A.0020.0019.064A] [.0B39.0020.0019.062C] [.0B9A.0020.0019.064A] % ARABIC LIGATURE YEH WITH JEEM WITH YEH FINAL FORM; COMPATSEQ
